pid,text,entropy,candidates
10523,"marina deco wood ornament this is really great piece , and it will be much realistic after 1 month in he water , i loved it .",24.049816,53: novelty_gag_toys | 21: baby_toddler_toys | 13: arts_crafts | 111: sports_outdoor_play | 3: toys_games | 128: feeding | 34: stuffed_animals_plush | 204: easels | 15: action_toy_figures | 120: hobbies
11188,melissa doug flower dry erase board i bought this for my daughter 's 8th birthday . she loved that she could customize and decorate it . she uses it to play school with her sister . this is a good purchase !,18.679432,21: baby_toddler_toys | 3: toys_games | 128: feeding | 145: bathing_skin_care | 13: arts_crafts | 40: baby_products | 194: gift_sets | 5: puzzles | 111: sports_outdoor_play | 53: novelty_gag_toys
11032,"ettore 10012 proseries brass squeegee , 12 inch i have found the solution to having streak free windows . i have tried newspaper vinegar , commercial products micro fiber towels paper towels box store squeegees ... the list goes on . i decided to give it one last shot and ordered the ettore squeegee ... eureka ! cleaning the windows is no longer an ongoing sense of frustration . the windows are clear and clean ... beautiful . i am super pleased and absolutely overjoyed with the results .",18.677822,31: household_supplies | 96: cleaning_tools | 296: fish_aquatic_pets | 60: tools_accessories | 54: bath_body | 145: bathing_skin_care | 24: personal_care | 454: air_fresheners | 258: household_cleaning | 32: household_batteries
4451,jobst it stays roll on body adhesive received this product in good time . just opened it to try it out before a vacation . found that the safety seal had been broken and the roller ball was jammed way up in the cap . i now find out that i am unable to return it because it is considered hazardous material . this is a good lesson . never order something liquid that would be considered hazardous .,18.676794,60: tools_accessories | 111: sports_outdoor_play | 31: household_supplies | 13: arts_crafts | 40: baby_products | 160: strollers | 145: bathing_skin_care | 199: dogs | 131: diapering | 21: baby_toddler_toys
3773,kanoodle got this for my son a few years ago ... it is a standard favorite for all ages . easy to keep in a purse or bag and pull out to keep anyone quietly engaged . i have recommended it over and over again .,18.675165,128: feeding | 21: baby_toddler_toys | 145: bathing_skin_care | 40: baby_products | 194: gift_sets | 3: toys_games | 160: strollers | 34: stuffed_animals_plush | 53: novelty_gag_toys | 139: nursery
7869,"break your own geodes i love these geodes ! they are a great addition to my rock collection . they open fairly easy but the crystals do break off and some dont have many crystals but all of them do . if you are interested in smashing things or crystals and better yet both , i highly reccomend buying these . and my mom also loves these too so dont think that this is a kid only thing .",18.674248,111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 3: toys_games | 13: arts_crafts | 265: candy_chocolate | 296: fish_aquatic_pets | 4: games | 208: gourmet_gifts | 30: electronics_for_kids
10024,"scholastic root vue farm it looks really cool . its a really cool idea . but we could n't see them like you do in the picture . but its the same box thing ( just styrofoam and a clear plastic "" window "" ) as the "" worm vue wonder "" so we 'll fill it with worms now and see if that works any better",18.672543,21: baby_toddler_toys | 296: fish_aquatic_pets | 311: small_animals | 111: sports_outdoor_play | 337: birds | 53: novelty_gag_toys | 187: stuffed_animals_toys | 265: candy_chocolate | 170: cats | 128: feeding
1993,"esphera 360 6 davinci code 240 piece glow i own several from both ravensburger and esphera . all are very well made . most of the times i buy one just because i like putting it together . this one is a little different because i enjoy the book . it looks cool , i have it right by my computer .",18.670506,53: novelty_gag_toys | 3: toys_games | 111: sports_outdoor_play | 13: arts_crafts | 4: games | 21: baby_toddler_toys | 15: action_toy_figures | 17: dolls_accessories | 16: figures | 120: hobbies
272,oral b advance power 450tx battery powered toothbrush i love this toothbrush . it has lots of power and i definitely like that it runs on batteries ( i hate tying up one of my bathroom outlets with a plug for a rechargeable ) .,18.670425,31: household_supplies | 24: personal_care | 296: fish_aquatic_pets | 60: tools_accessories | 49: oral_hygiene | 96: cleaning_tools | 32: household_batteries | 145: bathing_skin_care | 265: candy_chocolate | 54: bath_body
19104,"cloud b twilight constellation night light cute , light is gentle , and ok for adults , right ? i 'm a little embarassed that we never even gave it to our toddler and instead are using it for ourselves . plastic battery box seems to be poorly constructed , some jagged edges and a hard to open box but made that 's for safety .",18.666924,21: baby_toddler_toys | 111: sports_outdoor_play | 53: novelty_gag_toys | 296: fish_aquatic_pets | 13: arts_crafts | 128: feeding | 139: nursery | 40: baby_products | 30: electronics_for_kids | 31: household_supplies
5680,"pirate 's booty , aged white cheddar , 4 ounce bags ( pack of 12 ) i love the product and have bought at other places . the reason i bought this from amazon is they had a deal that allowed me to buy it for much less per bag than other places . when i got it i noticed one of the 12 bags was opened already . ok i was still in the black on the deal but after i put it on the shelf for a few days i pulled it down to get another bag and 3 more were open . 4 of the 12 bags were open and that is n't acceptable .",18.665146,265: candy_chocolate | 31: household_supplies | 208: gourmet_gifts | 8: beverages | 128: feeding | 271: snack_food | 376: fudge | 60: tools_accessories | 425: taffy | 0: grocery_gourmet_food
1352,"beetle juice vhs ( 1988 ) i am a sucker for old movies , and this was a great buy that i couldnt pass up . cheap price and the product came very fast ! the movie was sealed and not scratched . could not have got a better deal anywhere else .",18.662807,265: candy_chocolate | 208: gourmet_gifts | 271: snack_food | 4: games | 340: gummy_candies | 349: hard_candies | 425: taffy | 376: fudge | 456: granola_trail_mix_bars | 53: novelty_gag_toys
12533,"jobst supportwear ultra sheer knee high my wife bought these and she 's very pleased with the "" sheer "" quality , just like regular stockings . she previously bought a pair of the same brand from the same supplier , and they were not sheer , but she 's satisfied to have both types .",18.658995,24: personal_care | 38: health_care | 199: dogs | 60: tools_accessories | 44: skin_care | 382: apparel_accessories | 10: beauty | 131: diapering | 64: hair_care | 184: potty_training
19349,"q tips cotton swabs , 1750 count containers ( pack of 2 ) this is a truly amazing deal from amazon , where i also received free priority mail shipping . the photo does not display all that you will get . you will receive 6 boxes of q tips cotton swabs , totaling an ammazing 3 , 500 q tips in all . i will never ever have to purchase another q tip as long as i live ! ! ! ! ! what a fantastic deal from amazon ! !",18.657093,31: household_supplies | 60: tools_accessories | 24: personal_care | 145: bathing_skin_care | 54: bath_body | 131: diapering | 296: fish_aquatic_pets | 32: household_batteries | 96: cleaning_tools | 290: lighters
5718,"star wars episode i action fleet naboo starfighter featuring anakin skywalker the naboo starfighter is an elegant addition to the action fleet line . this naboo craft adds a sweeping dimension to a star wars display . tilted on it 's display stand , it seems to move through space itself . the coloration is stunning when shown in front of a deep space diorama .",18.654926,53: novelty_gag_toys | 3: toys_games | 15: action_toy_figures | 147: vehicles_remote_control | 120: hobbies | 111: sports_outdoor_play | 17: dolls_accessories | 16: figures | 148: play_vehicles | 325: wind_up_toys
13694,dohm ss single speed sound conditioner by marpac ( formerly known as the sleepmate sound screen 580a ) when my husband gets up he turns on my machine to block out the morning ( kid getting ready for school ) noise . i am a very light sleeper and recently sent one to my daughter in college for her dorm !,18.651424,38: health_care | 21: baby_toddler_toys | 74: medical_supplies_equipment | 145: bathing_skin_care | 111: sports_outdoor_play | 296: fish_aquatic_pets | 64: hair_care | 137: massage_relaxation | 199: dogs | 118: health_monitors
9468,"safety 1st safe glow nursery monitor 2 receiver set we like this monitor . the reception is good and our house is pretty big . i ca n't figure out how to put batteries in the receivers but it 's probably "" operator error . "" i like the light in the main unit .",18.641607,296: fish_aquatic_pets | 74: medical_supplies_equipment | 135: safety | 128: feeding | 40: baby_products | 21: baby_toddler_toys | 139: nursery | 199: dogs | 111: sports_outdoor_play | 118: health_monitors
8952,"safari comforter i love this bedding . the comforter and all the other pieces i have been able to purchase are just beautiful . the colors are soft and the quality of the items is wonderful , especially considering the price . i can buy all the pieces they make for this set and still not pay as much as some stores want for a 4 or 6 pc set . my only complaint is that it is hard to get all the accessories . i have n't been able to get the pillow or the mobile yet .",18.641603,40: baby_products | 34: stuffed_animals_plush | 145: bathing_skin_care | 131: diapering | 21: baby_toddler_toys | 139: nursery | 128: feeding | 187: stuffed_animals_toys | 162: pregnancy_maternity | 241: changing_table_pads_covers
16902,"prince lionheart fireplace guard with two corners this does n't work with any fireplace except for brick . i have a stone fireplace and it was awful , the worst ! i had to return it ! it should say on the box that it only works for brick , so i 'm assuming since i do n't have a brick fireplace .",18.635067,296: fish_aquatic_pets | 135: safety | 199: dogs | 170: cats | 21: baby_toddler_toys | 74: medical_supplies_equipment | 139: nursery | 128: feeding | 169: pet_supplies | 187: stuffed_animals_toys
8759,"prestige taylor percussion hammer the paint came off and bled onto my tuning forks when i put them together . other than that , just a reflex hammer .",18.629063,21: baby_toddler_toys | 111: sports_outdoor_play | 53: novelty_gag_toys | 13: arts_crafts | 3: toys_games | 120: hobbies | 30: electronics_for_kids | 128: feeding | 199: dogs | 28: learning_education
13686,deluxe school memories keepsake photo album scrapbook pre k 12 factory sealed this is such a great keepsake for my 5 year old son and my 5 year old niece . we have had so much fun filling out the information and stuffing a few special items in the pockets . makes a great gift,18.625319,128: feeding | 40: baby_products | 145: bathing_skin_care | 13: arts_crafts | 194: gift_sets | 139: nursery | 31: household_supplies | 21: baby_toddler_toys | 111: sports_outdoor_play | 53: novelty_gag_toys
1080,melissa doug deluxe wooden stringing beads with over 200 beads i have bought a few of the melissa and doug bead sets and have loved them all . the quality of the product is fantastic and the price was great .,18.623358,21: baby_toddler_toys | 13: arts_crafts | 128: feeding | 3: toys_games | 145: bathing_skin_care | 111: sports_outdoor_play | 53: novelty_gag_toys | 194: gift_sets | 40: baby_products | 139: nursery
6058,"amazon . com while the bright red color makes it impossible for baggage handlers to miss seeing the bag , the actual product is flimsy . we had burst seams on the second flight .",18.623077,160: strollers | 40: baby_products | 131: diapering | 111: sports_outdoor_play | 60: tools_accessories | 53: novelty_gag_toys | 13: arts_crafts | 334: lightweight | 15: action_toy_figures | 17: dolls_accessories
17043,child sized push broom this item is not a push broom as advertised . there is no angle to the head at all . the schylling push broom is excellent . it is very easy to use and my little one loves it . amazon has it starting at 8 . 99 .,18.621616,31: household_supplies | 111: sports_outdoor_play | 21: baby_toddler_toys | 60: tools_accessories | 145: bathing_skin_care | 199: dogs | 296: fish_aquatic_pets | 13: arts_crafts | 32: household_batteries | 120: hobbies
14526,"kalencom laminated buckle bag , watermelon corduroy excelent product met all my expectations . . . . . . . . .. . . . . . .",18.617489,160: strollers | 31: household_supplies | 40: baby_products | 131: diapering | 128: feeding | 60: tools_accessories | 145: bathing_skin_care | 184: potty_training | 220: fragrance | 199: dogs
14062,"conair su1w sound therapy , silver this will be perfect for our travels . it is compact and you can control the volume . we have been using it for a few weeks and it appears to be a great purchase .",18.614178,21: baby_toddler_toys | 111: sports_outdoor_play | 74: medical_supplies_equipment | 38: health_care | 53: novelty_gag_toys | 296: fish_aquatic_pets | 13: arts_crafts | 118: health_monitors | 145: bathing_skin_care | 3: toys_games
19601,"prozyme , 454 grams like us when our pets eat healthy they have fewer medical problems and will hopefully enjoy a life free of medical issues . i feed my dogs ground turkey ( no by products ) ( and nutro lite dry kibble ) so i supplement their diets with prozyme ( and other supplements ) .",18.61383,271: snack_food | 426: bunny_rabbit_central | 170: cats | 0: grocery_gourmet_food | 216: pantry_staples | 199: dogs | 337: birds | 169: pet_supplies | 26: nutrition_wellness | 313: dairy_eggs
18354,singer knitting machine product does n't work right . it drops stitches and gets stuck and i could n't unhook the yarn with out cutting it . not worth spending your money on .,18.613148,21: baby_toddler_toys | 111: sports_outdoor_play | 60: tools_accessories | 13: arts_crafts | 17: dolls_accessories | 3: toys_games | 199: dogs | 145: bathing_skin_care | 53: novelty_gag_toys | 120: hobbies
18747,"sanyo eneloop aa nimh pre charged rechargable batteries with charger 4 pack these are the first rechargeable batteries i have used , and i love them . i had been using regular aas in my wii remote , and they would only last about 2 weeks . i have had these in the remote for about 2 months now and they are still going strong , and i used them straight from the package no need to precharge . now i need to get more batteries to use them in the balance board . i do n't know how they are in other devices , but from my experience , they are a wonderful addition to my wii . i also made sure to check that they were compatible with the wii before i bought them . highly recommended .",18.612078,31: household_supplies | 32: household_batteries | 111: sports_outdoor_play | 296: fish_aquatic_pets | 53: novelty_gag_toys | 120: hobbies | 21: baby_toddler_toys | 265: candy_chocolate | 290: lighters | 13: arts_crafts
3293,"over bed table loved the product ! however , due to a shipping error , my bed ridden mother had to wait 3 weeks for this table to arrive . it works great in any room and you will get a lot of bang for your buck .",18.608637,40: baby_products | 128: feeding | 74: medical_supplies_equipment | 135: safety | 160: strollers | 139: nursery | 131: diapering | 184: potty_training | 145: bathing_skin_care | 162: pregnancy_maternity
15492,"x super heavy no tip dish stainless steel bowl i have an english bulldog and these are the perfect size for him . would recommend getting a mat to place under the bowls to catch the water drool and food . i like the design , as he 's never flipped them over and ca n't carry them off . they do get dirty easy but are dishwasher safe . expected them to be a lot heavier and the metal used seems a little on the cheap side . when my dog steps in the food dish its thin enough to push it down and we have to pop it back up . overall though , not a bad price for stainless steel bowls and i do like them . next time i might consider a heavier material such as ceramic",18.600355,128: feeding | 426: bunny_rabbit_central | 170: cats | 296: fish_aquatic_pets | 337: birds | 199: dogs | 216: pantry_staples | 169: pet_supplies | 311: small_animals | 271: snack_food
6493,"learning resources teaching cash register i got this for my five year old niece and found it to be a great tool in helping her learn addition and subtraction . we played "" market "" with it and we would take turns tallying up our "" fake food "" and putting the correct amount in the cash register ... or we would make change . my only complaint is that you have to be gentle when unscrewing the battery compartment . i very easily stripped the screw down there and i was using the correct super tiny screwdriver to do so . anyway , i give this five stars for cuteness of product as well !",18.596779,21: baby_toddler_toys | 128: feeding | 13: arts_crafts | 111: sports_outdoor_play | 3: toys_games | 145: bathing_skin_care | 5: puzzles | 40: baby_products | 53: novelty_gag_toys | 194: gift_sets
16109,"lionel trains polar express train set o gauge we purchased this train for our grandchildren . they were thrilled . however , like everything manufactured today , the quality is just not there . the plastic pieces do not fit very well . the engine does n't smoke like they used to . and , finally , there is no on off switch on the transformer . wish i still had my old lionel to pass on . on a positive note , the train arrived from amazon sooner than expected and was packaged very well .",18.576756,147: vehicles_remote_control | 3: toys_games | 21: baby_toddler_toys | 148: play_vehicles | 53: novelty_gag_toys | 120: hobbies | 160: strollers | 41: gear | 33: push_pull_toys | 15: action_toy_figures
3115,"hagen aquaclear 50 nylon bag , 2 pack bought these to hold seachem matrix for use with my aquaclear 50 . requires the bag to be tied shut and does not have a draw string closure like some other media bags .",18.572819,31: household_supplies | 131: diapering | 60: tools_accessories | 40: baby_products | 145: bathing_skin_care | 160: strollers | 241: changing_table_pads_covers | 184: potty_training | 13: arts_crafts | 111: sports_outdoor_play
1416,bang gun with flag i was very pleased with my purchase of this gun . it looks exactly like the photo and works great with a harley quinn costume . i highly recommend buying this item .,18.568886,53: novelty_gag_toys | 111: sports_outdoor_play | 3: toys_games | 17: dolls_accessories | 15: action_toy_figures | 21: baby_toddler_toys | 13: arts_crafts | 120: hobbies | 74: medical_supplies_equipment | 160: strollers
7891,"lindberg snider red baron barbecue spice 3oz . ever wonder what spice is used to make this supermarket whole cooked chickens ? this is it , i worked meat dept for years and know the secrets of thier spices , its this .. make your own whole chicken like theirs and save money , or put on chicken wings and dip in ranch yummy our fave !",18.56781,216: pantry_staples | 255: breads_bakery | 271: snack_food | 0: grocery_gourmet_food | 288: baby_food | 456: granola_trail_mix_bars | 213: breakfast_foods | 1: meat_poultry | 484: breadsticks | 277: meat_seafood
18212,clic adjustable front connect reader i bought these glasses for my boyfriend who is always losing reading glasses . he has used these for 10 months and he just loves them . he does not set them down too often since they hang around his neck . the magnet is still strong and they are such a conversation piece in public when he breaks his glasses in half . it is also difficult to find glasses that fit his head but these expand to a larger size so they fit perfect .,18.56709,60: tools_accessories | 24: personal_care | 199: dogs | 111: sports_outdoor_play | 53: novelty_gag_toys | 17: dolls_accessories | 382: apparel_accessories | 13: arts_crafts | 38: health_care | 10: beauty
13191,"air hogs havoc heli colors may vary bought this for my hubby for christmas ... he used it for a few minutes , then had to charge it because the battery only lasts for about 6 mins . so he did that off and on for a couple hours . the last time he wentto play with it , it hit the wall and broke . it should have comewith some replacement parts for the money ... what a waste .",18.564903,53: novelty_gag_toys | 21: baby_toddler_toys | 111: sports_outdoor_play | 120: hobbies | 3: toys_games | 147: vehicles_remote_control | 30: electronics_for_kids | 148: play_vehicles | 13: arts_crafts | 325: wind_up_toys
17360,"wingits wgb5ss18 premium grab bar , concealed mount , satin stainless steel , 18 inch length by 1 . 25 inch diameter this is an excellent grab bar . the stainless steel looks great and has a nice tight fitting flange . other grab abrs i looked at have large holes around the flange cover that collect dirt . i installed the bar with their wingit fastener awesome product ! i also bought a platinum grab bar from the same company more exspensive but i love the threded flange . i would highly recommend this grab bar and the wingit fastenrs to everyone .",18.56068,160: strollers | 135: safety | 199: dogs | 111: sports_outdoor_play | 74: medical_supplies_equipment | 40: baby_products | 334: lightweight | 41: gear | 184: potty_training | 60: tools_accessories
6256,"evenflo soft and wide gate taupe chocolate i would not use this at the top of stairs ... but perfect for the landing , blocking off rooms , etc . very easy to use , and can accomodate uneven entry ways , etc .",18.559818,135: safety | 128: feeding | 40: baby_products | 21: baby_toddler_toys | 160: strollers | 111: sports_outdoor_play | 41: gear | 139: nursery | 199: dogs | 334: lightweight
3576,philips avent express microwave sterilizer this product is excellent . it is so easy to use . i recommend this product to every working parent .,18.558401,31: household_supplies | 296: fish_aquatic_pets | 145: bathing_skin_care | 128: feeding | 8: beverages | 32: household_batteries | 454: air_fresheners | 199: dogs | 96: cleaning_tools | 54: bath_body
9369,"86 piece art set bonus 5 piece gel pen set crayons , markers , paint , pencils ... it practically has all you need . but the pens fall out a lot and the case is n't the most durable thing .",18.556217,13: arts_crafts | 53: novelty_gag_toys | 111: sports_outdoor_play | 21: baby_toddler_toys | 3: toys_games | 31: household_supplies | 145: bathing_skin_care | 17: dolls_accessories | 60: tools_accessories | 204: easels
14721,waterpik waterflosser cordless rechargeable wp 360w nice that it is cordless and rechargeable ! the blue tip in ours snapped and broke while inserting in and it does leak just a tiny bit but as long as used over the sink its good !,18.556189,31: household_supplies | 296: fish_aquatic_pets | 145: bathing_skin_care | 8: beverages | 54: bath_body | 128: feeding | 454: air_fresheners | 402: soaps_cleansers | 96: cleaning_tools | 32: household_batteries
10898,"50 x ag13 lr44 a76 alkaline button cell battery my son really , really enjoys the interactive books . the books go through these batteries very quickly . i ordered 2 packs of these and they work exactly the same as the ones i was buying for well over a dollar each .",18.555107,31: household_supplies | 32: household_batteries | 296: fish_aquatic_pets | 111: sports_outdoor_play | 53: novelty_gag_toys | 21: baby_toddler_toys | 265: candy_chocolate | 128: feeding | 120: hobbies | 13: arts_crafts
16376,"chattanooga blue vinyl colpac i bought this pack about 1 year ago . functionally , it is perfect . the vinyl feels nice and sturdy and it stays cold for much longer than the cvs brand over sized units i have . however , after about 6 months of medium use ( 3 5 times per week ) the pack failed at its seams . i want to believe it was a defect , but who knows ? my 3 cvs packs are all 3 4 years old with no such problems . i am going to purchase another soon because the ice pack works so well . hopefully 2 will last me a bit longer . 3 . 5 4 stars .",18.552738,40: baby_products | 131: diapering | 128: feeding | 31: household_supplies | 21: baby_toddler_toys | 13: arts_crafts | 145: bathing_skin_care | 160: strollers | 241: changing_table_pads_covers | 162: pregnancy_maternity
12892,the first years take and toss 28 piece feeding variety pack am very happy with the product except that all i got were just blues and greens in the kit . it says colors may vary so ca n't really complain .,18.55235,271: snack_food | 265: candy_chocolate | 0: grocery_gourmet_food | 426: bunny_rabbit_central | 216: pantry_staples | 296: fish_aquatic_pets | 128: feeding | 337: birds | 313: dairy_eggs | 169: pet_supplies
12309,"water bottle luxury cara 4 size all i knew was that i wanted a water bottle , trying to get back to the basics and to save a little money in the process .",18.538628,128: feeding | 31: household_supplies | 296: fish_aquatic_pets | 40: baby_products | 8: beverages | 131: diapering | 23: health_personal_care | 129: bottle_feeding | 74: medical_supplies_equipment | 208: gourmet_gifts
11355,reizen rl 350 braille labeler i had a braille r and broke it because i used it alot for my blind grand sons toys . this is handy and easy to use .,18.53812,21: baby_toddler_toys | 13: arts_crafts | 128: feeding | 111: sports_outdoor_play | 40: baby_products | 145: bathing_skin_care | 139: nursery | 53: novelty_gag_toys | 194: gift_sets | 3: toys_games
13632,apothecary diabetic id bracelet 1 ea i was looking for a simple bracelet for my granddaughter and myself . the price was perfect and so was the bracelet !,18.534945,53: novelty_gag_toys | 111: sports_outdoor_play | 17: dolls_accessories | 74: medical_supplies_equipment | 60: tools_accessories | 13: arts_crafts | 105: sexual_wellness | 220: fragrance | 128: feeding | 40: baby_products
7514,"zenipower zinc air hearing aid battery size 312 ( 60 ) not quite as lasting as name brand , but just about . i mean very close . worth the savings . will buy again .. oh did i mention the quick delivery ? yes i got it within 3 days before christmas . that is gr8 service .",18.533184,31: household_supplies | 296: fish_aquatic_pets | 32: household_batteries | 60: tools_accessories | 111: sports_outdoor_play | 24: personal_care | 38: health_care | 96: cleaning_tools | 145: bathing_skin_care | 290: lighters
18673,"baby safe disposable feeder ( pack of one ) we adore this product ! . when we go out to eat , i put a lemon or other type of fruit in it and my 9 month old will chew on it for the whole meal . it not only gives him something to play with but something cold to gnaw on when he is teething !",18.532913,271: snack_food | 128: feeding | 337: birds | 426: bunny_rabbit_central | 170: cats | 311: small_animals | 199: dogs | 265: candy_chocolate | 169: pet_supplies | 216: pantry_staples
7244,harrisville designs style a laploom my daughter loves the loom only problem is the yarn breaks very easily ... and not all the tools suggested to use are included in kit,18.529812,21: baby_toddler_toys | 13: arts_crafts | 3: toys_games | 111: sports_outdoor_play | 160: strollers | 40: baby_products | 145: bathing_skin_care | 53: novelty_gag_toys | 17: dolls_accessories | 41: gear
10710,"petsport tuff balls 2 pack my 9 lb jack russel destroyed two of these in hours of purchase do n't waste ur money , regular tennis balls are tougher",18.52938,111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 3: toys_games | 120: hobbies | 13: arts_crafts | 4: games | 30: electronics_for_kids | 17: dolls_accessories | 108: stacking_nesting_toys
9300,spy gear spy listener well it dosent really work because t dosent enchant your hearing for more then say just a tiny bit . it sort of works . its fun hear in there but for the price really not worth it .,18.527334,111: sports_outdoor_play | 53: novelty_gag_toys | 21: baby_toddler_toys | 74: medical_supplies_equipment | 296: fish_aquatic_pets | 199: dogs | 38: health_care | 118: health_monitors | 3: toys_games | 13: arts_crafts
920,"lionel trains polar express train set o gauge this is an awesome train set . the fast track layout is nice . the attention to detail , by lionel , is unmatched . be sure to check out my reviews for all the extra cars you can buy for this set . they make great additions to the train and the extra figurines , also available separately , look good placed at random areas around the track . this item will last for years and my grandson ashton will get years of pleasure from it . very pleased with the polar express train set .",18.527317,147: vehicles_remote_control | 3: toys_games | 21: baby_toddler_toys | 53: novelty_gag_toys | 148: play_vehicles | 15: action_toy_figures | 120: hobbies | 33: push_pull_toys | 85: building_toys | 325: wind_up_toys
14204,"weiman glass cook top cleaner , 10 ounce bottles ( pack of 6 ) after having our stovetop for 2 years and multiple old stains that we had n't been able to get up using standard good old fashioned cleaning tricks , i thought we were simply stuck with these stains . my husband picked weiman 's stovetop cleaner at our local grocery store as it just happened to be the first one he saw . after covering the stovetop with weiman 's and a few minutes scrubbing , most stains are gone and our stovetop looks fantastic ! with just the first scrubbing i 'm very pleased , well worth the 5 we spent ! i am hopeful too with a little more time and elbow grease i 'll be able to get the last stubborn areas cleaned up too and have our stovetop looking truly brand new !",18.521946,31: household_supplies | 296: fish_aquatic_pets | 96: cleaning_tools | 145: bathing_skin_care | 454: air_fresheners | 32: household_batteries | 258: household_cleaning | 54: bath_body | 420: cleaners | 426: bunny_rabbit_central
14391,"c p 's organix canine adult formula dry dog food so i switched to organix after feeding my dog wellness since she was a pup . her stools had been inconsistent , one day runny and the next day firm . she also had farts that were like woah ( especially when on the wellness fish formula ) . once i switched to organix , her stools firmed up and were consistent ( and less frequent ) . she still farts occasionally ( who does n't ) , but not nearly as often and not nearly as bad . since this is a premium concentrated dog food without all those nasty fillers such as corn , i do n't have to feed my dog as much as i would with , say , purina . she loves the kibble and gobbles it up every time . she is a 12 pound very active doggie , and the 15 lb bag usually lasts me 3 months . i have found organix at whole foods and petco as well , but amazon is the cheapest .",18.52105,170: cats | 199: dogs | 426: bunny_rabbit_central | 337: birds | 311: small_animals | 169: pet_supplies | 271: snack_food | 265: candy_chocolate | 296: fish_aquatic_pets | 223: treats
12110,"vtech v . smile adapter got the item as described , what can you say about an ac adapter ? i plugged it in , it works , my kid stays the hell off of my iphone because they have power for their innotab and balance is restored to the universe . it arrived just as it was described . looks good and works so no issues at all . it was a good transaction . thanks amazon , chubby hubby",18.520878,31: household_supplies | 111: sports_outdoor_play | 296: fish_aquatic_pets | 21: baby_toddler_toys | 53: novelty_gag_toys | 3: toys_games | 32: household_batteries | 120: hobbies | 199: dogs | 13: arts_crafts
7388,"germ terminator toothbrush sanitizer i hate to leave such a low rating , because the correct model is fantastic . i have one that i have had for years ... i take good care of it , use distilled water , and it still works just great . unfortunately , i have ordered countless units from amazon over the last year or so , and keep receiving a model that the germ terminator company warns customers against . the one pictured would be great ... if i received that one . the one with the toothbrushes facing 'bristles up' , in the gold yellow basket is the 'safe' model that functions properly . those i keep receiving though , are a model that show ( on the box ) toothbrushes upside down , in a white basket . the germ terminator company claims all of these units are unsafe and were to be destroyed ... but they were somehow taken from the warehouse they were being held in , and have been on the market ever since . i tried to chat with someone from amazon , hoping to find out if there is any way to have someone in the fulfullment warehouse check to see which model is actually being shipped , and was told that they could n't , but that the chat transcript would be forwarded on to 'address the issue' . i was also told to leave feedback here , and that it would be 'corrected' within a week . again , the photo currently being shown appears to be correct ... but this photo was also shown last time i ordered , and i still received the 'other' units . at that time , i was n't aware of the safety issue ( units getting too hot ) . the problem i would have with them was the almost immediate build up of yellow 'gunk' that was impossible to keep clean , so i would just throw the unit away after a couple of months , and get another one . when i found out that those units should have been destroyed , and can become overheated , i was shocked . so , amazon ... somehow , please find out if the units you are selling are the unsafe models that were meant to be destroyed ! !",18.520786,31: household_supplies | 24: personal_care | 60: tools_accessories | 54: bath_body | 296: fish_aquatic_pets | 145: bathing_skin_care | 10: beauty | 96: cleaning_tools | 49: oral_hygiene | 11: makeup
12707,cloud b twilight constellation night light i purchased two of these . i sent one to my grandson and kept one for my house for him when he comes to visit . he loves it ! ! ! ! ! ! !,18.519218,296: fish_aquatic_pets | 111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 31: household_supplies | 13: arts_crafts | 128: feeding | 32: household_batteries | 74: medical_supplies_equipment | 265: candy_chocolate
12967,"20 "" rc boat navy battle ship ht 2877 ( color may vary ) item was shipped delivered within a few days . shipping box marked 'handle w care' arrived in perfect condition . subj patrol boat quality is fair detailing toy level . parts , such as , railing do not fit ( slight sanding helped ) into deck mounts , motor test button does not work , response time to rc control delayed , however overall performance , entertainment value wonderful children really love it . love the interior light detail that enhances appearance in evening pool play . summary worth 40 cost ... but be sure to put in pool tub water before returning boat only works in water ... have fun hope boat lasts at least thru summer ...",18.502108,147: vehicles_remote_control | 21: baby_toddler_toys | 3: toys_games | 53: novelty_gag_toys | 120: hobbies | 111: sports_outdoor_play | 148: play_vehicles | 160: strollers | 15: action_toy_figures | 30: electronics_for_kids
9139,"jerdon jgl9w tabletop tri fold two sided lighted makeup mirror with 5x magnification and 4 light settings , white finish i have nothing bad to say about this product . i was a little concerned reading other reviews about difficulties in turning the light on , but mine comes on immediately . the light is much better than the small bulb lights in my prior mirror . great product .",18.501614,60: tools_accessories | 11: makeup | 10: beauty | 51: dress_up_pretend_play | 24: personal_care | 44: skin_care | 64: hair_care | 220: fragrance | 233: beauty_fashion | 199: dogs
1739,educo my creative cookery club we got this kitchen set for my daughter when she was 19 months old and she has played with everyday since ! great value for all that comes with it . it is a perfect size for her and our house . i only wish they made a fridge to match !,18.500204,21: baby_toddler_toys | 3: toys_games | 128: feeding | 13: arts_crafts | 5: puzzles | 111: sports_outdoor_play | 108: stacking_nesting_toys | 4: games | 301: blocks | 53: novelty_gag_toys
